Revisions	Syntactic Conflicts	Confilicting Lines 1	Conflicting Lines 2	Semantic Conflicts	Number of Lines	Number of Files	Number of Lines total
rev2415-2547	6	46	53	0	157	2	32738
rev2415-2601	9	70	66	0	160	3	33272
rev2415-2698	19	170	135	0	164	8	35230
rev2415-2775	33	234	198	0	172	12	36130
rev2415-2874	41	1602	1394	0	177	17	38147
rev2415-2881	41	1632	1396	0	177	17	38149
