Revisions	Syntactic Conflicts	Confilicting Lines 1	Conflicting Lines 2	Semantic Conflicts	Number of Lines	Number of Files	Number of Lines total
rev6767-6829	0	0	0	134	193	0	66061
rev6893-6939	11	60	84	0	194	5	67700
rev7104-7145	4	30	25	0	194	2	67894
rev7104-7277	24	196	231	0	195	11	68722
