Revisions	Syntactic Conflicts	Confilicting Lines 1	Conflicting Lines 2	Semantic Conflicts	Number of Lines	Number of Files	Number of Lines total
rev6767-6829	134	134	134	0	193	1	66948
rev6893-6939	11	60	84	0	194	5	68320
rev7104-7145	4	30	25	0	194	2	68512
rev7104-7277	29	206	241	0	195	16	69359
