Revisions	Syntactic Conflicts	Confilicting Lines 1	Conflicting Lines 2	Semantic Conflicts	Number of Lines	Number of Files	Number of Lines total
rev2283-2337	1	1	1	0	677	1	116718
rev2283-2366	2	116	59	0	678	2	116806
rev2283-2409	7	172	87	0	680	5	117352
rev2669-2722	15	227	84	0	685	9	117035
rev2735-2828	6	44	38	0	688	4	115517
rev2735-2877	10	60	75	0	697	7	115202
rev3426-3457	1	2	3	0	659	1	120382
rev3426-3500	3	6	14	0	660	2	120801
rev3426-3513	2	4	13	0	660	2	120793
